18 1 80890.666
18 2 47267.666
18 3 30952.333
18 4 34002.000
18 5 32370.000
18 6 1224.333
18 7 35750.333
18 8 247164.666
18 9 126.000
18 10 358.000
18 11 358.000
18 12 1856.000
18 13 13309.000
18 14 76643.000
18 15 394422.000
18 16 1926333.000
18 17 4917539.000
18 18 1.000
