22 1 74090382
22 2 49722393
22 3 65452239
22 4 42297252
22 5 41378549
22 6 44412765
22 7 57893834
22 8 38335481
22 9 46551473
22 10 41900873
22 11 37045132
22 12 37147717
22 13 37058185
22 14 37125381
22 15 37447085
22 16 39058386
22 17 42748828
